,Age_Range,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,Race,Basket_colour,Shirt_Colour,Pants_Colour,Gender,Body_Size,Kids_Category,Basket_Size,Attire,shirt_type,pants_type,Wash_Item,Spectacles,Washer_No,Dryer_No,weather,Period,Week_Day,Is_Holiday,City,With_Kids,cluster
0,-0.9778709397307046,-1.0960608481559517,-0.3090287321846105,-1.1751457653247972,-1.2486333244914327,malay,red,blue,black,male,moderate,young,big,casual,short_sleeve,short,clothes,no,3,10,Dense fog,Night,Monday,no,Sepang,yes,1
1,-0.6345550501537343,-1.1659782945346684,0.8710332522912289,1.6201858534665334,1.2567759044856082,Unknown,Unknown,white,blue_jeans,male,thin,no_kids,big,casual,short_sleeve,long,clothes,no,6,9,Dense fog,Night,Monday,no,Sepang,no,0
2,-0.8062129949422194,-1.235895740913385,-0.3090287321846105,-0.24336855906102034,-1.2486333244914327,malay,blue,red,black,female,moderate,no_kids,big,casual,short_sleeve,long,clothes,no,4,10,Dense fog,Night,Monday,no,Sepang,no,2
3,0.9961954253368751,-1.5854829728069684,-0.3090287321846105,0.4554643456368123,-1.2486333244914327,indian,black,black,yellow,male,thin,no_kids,big,casual,short_sleeve,short,clothes,no,5,9,Dense fog,Night,Monday,no,Sepang,no,2
4,-0.46289710536524903,-1.445648080049535,-0.8990597244225302,-0.24336855906102034,1.2567759044856082,indian,blue,blue,white,male,moderate,no_kids,big,casual,short_sleeve,long,clothes,no,3,9,Dense fog,Night,Monday,no,Sepang,no,2
5,0.9103664529426325,-0.04729915247520163,1.4610642445291486,0.4554643456368123,1.2567759044856082,Unknown,Unknown,brown,blue_jeans,male,fat,no_kids,big,casual,short_sleeve,long,clothes,no,4,8,Dense fog,Night,Monday,no,Sepang,no,0
6,0.48122159097141953,-0.396886384368785,0.2810022600533092,0.6884086472027565,0.00407128999708766,Unknown,pink,blue,black,female,fat,no_kids,big,traditional,short_sleeve,long,clothes,no,5,10,Dense fog,Night,Monday,no,Putrajaya,no,0
7,0.8245374805483899,0.7217927576906817,-1.48909071666045,0.4554643456368123,1.2567759044856082,indian,blue,white,brown,male,thin,toddler,big,casual,short_sleeve,long,clothes,no,3,9,Dense fog,Late Night,Tuesday,no,Sepang,no,2
8,-0.8062129949422194,1.700637006992715,0.8710332522912289,0.6884086472027565,0.00407128999708766,indian,purple,Unknown,black,male,thin,no_kids,small,casual,short_sleeve,short,clothes,no,6,10,Dense fog,Late Night,Tuesday,no,Putrajaya,no,0
9,-0.5487260777594917,-0.8863085090198016,-1.48909071666045,-0.942201463758853,1.2567759044856082,chinese,pink,white,blue_jeans,female,moderate,no_kids,small,casual,short_sleeve,short,clothes,no,5,7,Dense fog,Late Night,Tuesday,no,Sepang,no,2
